zip,lat,lon
00920,18.418173,-66.0894160472973
00921,18.39058,-66.08814890830914
00923,18.411302499999998,-66.03629880572598
00924,18.400399999999998,-66.01134760876543
00925,18.4014655,-66.05423623733583
00926,18.349228,-66.06153834176371
00927,18.3886405,-66.06791734159751
00934,18.41357,-66.11953656730651
00949,18.4351095,-66.22642981020596
00950,18.465419,-66.234346989109
00951,18.436598,-66.25446502024971
00952,18.429486,-66.1867275340136
00953,18.3644035,-66.24934006939174
00956,18.3237995,-66.17446899349875
00957,18.367086,-66.18869952718717
00959,18.370536,-66.13983346530661
00960,18.415654,-66.14242164342559
00961,18.413447499999997,-66.17648618348419
00962,18.440241,-66.13807287867786
00965,18.4285055,-66.11145175487013
00966,18.398605,-66.11615843510299
00968,18.405994999999997,-66.10120707751196
00969,18.363941,-66.11765902150907
00971,18.330177,-66.11990433097596
00976,18.3407445,-65.98783625354889
00979,18.438673,-66.00821614468055
00982,18.4068835,-65.9868579882836
00983,18.415632000000002,-65.97619765421047
00985,18.407228,-65.94325835758514
00987,18.334352,-65.93817615217392
01001,42.0658645,-72.623526298685
01002,42.369816,-72.46701706029543
01003,42.389939999999996,-72.52482415673532
01005,42.4199205,-72.10539894178773
01007,42.27964,-72.39827760673353
01008,42.1765515,-72.95386079879655
01009,42.2116945,-72.34062822521551
01010,42.138197500000004,-72.20452176243228
01011,42.3153245,-72.96340243639705
01012,42.387668500000004,-72.8507712035582
01013,42.161054,-72.6193115545785
01020,42.1777825,-72.57442602812901
01022,42.195925,-72.54191100243092
01026,42.4739705,-72.91960970563687
01027,42.293088499999996,-72.77730569500815
01028,42.062625499999996,-72.50062933579639
01029,42.1908765,-73.04590510944206
01030,42.0707395,-72.67574292249992
01031,42.325635,-72.19792944341802
01032,42.452838,-72.82060870934372
01033,42.26214,-72.50564448850903
01034,42.090606,-72.952208127035
01035,42.3560005,-72.56238937152588
01036,42.067443,-72.41953077044379
01037,42.372460000000004,-72.18995343448276
01038,42.3863245,-72.60717906699561
01039,42.410559500000005,-72.6918300021994
01040,42.224158,-72.64023052038897
01050,42.295801499999996,-72.86737849972192
01053,42.35158,-72.70942861710833
01054,42.473665499999996,-72.48651894953065
01056,42.193443,-72.4576282462388
01057,42.0956485,-72.32424033234932
01060,42.329691499999996,-72.62863043613388
01062,42.3291965,-72.69645143506278
01063,42.3191915,-72.63913459833228
01066,42.40556,-72.65331070454545
01068,42.355712,-72.06147068801498
01069,42.193194,-72.29466944958727
01070,42.518425,-72.92272007699245
01071,42.1691465,-72.85797578676208
01072,42.4630105,-72.41912372118199
01073,42.230611999999994,-72.73943998920544
01074,42.384209,-72.09672754586154
01075,42.2585835,-72.58313770507195
01077,42.0506055,-72.7724547035909
01079,42.186825,-72.33472463528895
01080,42.182362499999996,-72.36649079337349
01081,42.0619825,-72.22158344053662
01082,42.306873499999995,-72.28134925869566
01083,42.202551,-72.20109924893617
01084,42.3866615,-72.88213139331118
01085,42.162356,-72.74810146735368
01088,42.3868935,-72.64870325066215
01089,42.1236875,-72.65615706912088
01092,42.201284,-72.23865942677287
01093,42.446107999999995,-72.65551941666666
01094,42.364877,-72.13175906380417
01095,42.1349145,-72.43292580980975
01096,42.418605,-72.77080734174876
01097,42.1790935,-72.83018053286074
01098,42.398769,-72.95203543298624
01103,42.105976,-72.59446042619047
01104,42.126962000000006,-72.57980943553457
01105,42.0981005,-72.57475579877155
01106,42.050526,-72.56960819919952
01107,42.122195000000005,-72.61136824213075
01108,42.080935,-72.56110736361931
01109,42.119845,-72.55104678894695
01118,42.094708499999996,-72.52601664843749
01119,42.12276,-72.51164408928571
01128,42.096094,-72.49065758064516
01129,42.120712,-72.48775358457804
01144,42.1019005,-72.59072084646911
01151,42.1515435,-72.50471168827409
01201,42.478578,-73.2536964748252
01220,42.6278365,-73.11839578152373
01222,42.067704500000005,-73.32108527552816
01223,42.323671000000004,-73.10563759021922
01224,42.5057995,-73.19897391044776
01225,42.558274,-73.14719840824003
01226,42.476434,-73.15136384989316
01229,42.2971175,-73.35692564817805
01230,42.177057500000004,-73.36533004316472
01235,42.432125,-73.08036195272761
01236,42.264624,-73.38245096124446
01237,42.5522225,-73.23731929430626
01238,42.31062,-73.22744285834055
01240,42.3677585,-73.28650215809729
01242,42.334466,-73.24918295770931
01243,42.346560499999995,-73.03653074469688
01244,42.109973499999995,-73.26902745324318
01245,42.1950065,-73.21221921835075
01247,42.6956625,-73.0919055704005
01253,42.195738,-73.10627797093024
01254,42.385923,-73.36019024844462
01255,42.1130235,-73.12609344965328
01256,42.5953815,-73.01578171242855
01257,42.1044325,-73.36214226032155
01258,42.101783999999995,-73.46162687132474
